Mã trạm;Chỉ số AQI;Vị trí;Tên trạm;Url;Chất ô nhiễm chủ đạo;CO;Sương;Độ ẩm;NO2;O3;Áp suất;Bụi PM10;Bụi PM2.5;SO2;Nhiệt độ;Tốc độ gió;Thời gian cập nhật;Múi giờ;Trạng thái cảnh báo;Mức độ cảnh báo;Column1;_1;_2;_3
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;56.00;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;pm25;5.00;2500;7200;10.00;9.00;1,010.00;37.00;56.00;27.00;3050;50;28/05/2021 7:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;6.00;2450;7200;7.00;11.00;1,012.00;-;-;5.00;3000;300;28/05/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;70.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;2430;9090;1.00;1.00;982.30;65.00;70.00;1.00;2590;100;28/05/2021 7:00;+07:00;#NAME?;#NAME?;;;;
8767;53.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2600;6450;-;-;1,008.00;-;53.00;-;3350;200;30/05/2021 12:00;+07:00;#NAME?;#NAME?;;;;
8688;54.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2400;5000;-;-;1,002.00;-;54.00;-;3600;150;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8641;102.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;2400;5000;6.90;11.80;1,002.00;-;102.00;4.60;3600;150;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13012;20.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;2280;7600;4.00;22.00;924.30;18.00;20.00;12.00;2740;300;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;3.00;2550;5450;-;-;1,006.00;-;-;-;3600;430;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;40.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;1.00;2400;5000;6.00;9.00;1,002.00;37.00;40.00;11.00;3600;150;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;37.00;2500;6580;2.00;2.00;992.90;1.00;27.00;53.00;3220;300;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2470;7160;-;7.00;993.20;99.50;-;-;3040;200;29/04/2021 17:00;+07:00;#NAME?;#NAME?;;;;
11778;10.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;11.00;2900;7740;25.00;-;991.60;10.00;8.00;2.00;3350;100;30/05/2021 11:00;+07:00;#NAME?;#NAME?;;;;
12958;58.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;1.00;2400;5000;7.00;49.00;1,002.00;58.00;58.00;9.00;3600;150;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12957;65.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;7.00;2400;5000;2.00;-;1,002.00;53.00;65.00;3.00;3600;150;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;36.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;2200;7800;6.00;-;1,010.00;23.00;36.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;60.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;13.00;2200;7800;28.00;-;1,010.00;45.00;60.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;45.00;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;pm25;1.00;2500;5600;11.00;36.00;1,005.00;33.00;45.00;24.00;3500;430;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;1.00;2350;5400;1.00;24.00;1,007.50;-;-;5.00;3400;250;30/05/2021 12:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;71.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;2650;7030;1.00;1.00;977.10;71.00;65.00;1.00;3260;100;30/05/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8767;46.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2400;6600;-;-;1,007.00;-;46.00;-;3100;640;12/06/2021 12:00;+07:00;#NAME?;#NAME?;;;;
8688;65.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2300;5200;-;-;1,002.00;-;65.00;-;3400;360;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8641;65.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;2300;5200;7.40;10.20;1,002.00;-;65.00;5.10;3400;360;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13012;6.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;2040;9760;3.00;16.00;920.60;5.00;6.00;14.00;2080;400;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;11.00;2500;9400;-;-;1,003.00;-;-;-;2600;180;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;52.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;1.00;2300;5200;7.00;9.00;1,002.00;39.00;52.00;8.00;3400;360;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13250;191.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;43.00;2530;7910;1.00;2.00;995.30;191.00;99.50;52.00;2930;100;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2770;8900;-;5.00;990.70;0.50;-;-;2970;400;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
11778;16.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;12.00;2770;8900;2.00;-;990.70;16.00;12.00;5.00;2970;400;12/06/2021 12:00;+07:00;#NAME?;#NAME?;;;;
12958;47.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;1.00;2300;5200;5.00;24.00;1,002.00;40.00;47.00;8.00;3400;360;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12957;57.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;6.00;2300;5200;2.00;-;1,002.00;42.00;57.00;1.00;3400;360;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;36.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;2200;7800;6.00;-;1,010.00;23.00;36.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;60.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;13.00;2200;7800;28.00;-;1,010.00;45.00;60.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;4.00;2500;8800;10.00;19.00;1,002.00;20.00;26.00;29.00;2700;230;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;2100;5200;2.00;18.00;1,005.00;-;-;5.00;3200;330;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;61.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;2440;7200;-;1.00;978.50;61.00;52.00;2.00;3000;100;12/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8767;68.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2400;7600;-;-;1,010.00;-;68.00;-;2850;430;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
8688;61.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2500;8800;-;-;1,003.00;-;61.00;-;2700;460;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
8641;21.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;2500;8800;6.40;6.50;1,003.00;-;21.00;5.10;2700;460;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13012;6.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;2060;9880;2.00;15.00;921.60;5.00;6.00;14.00;2080;200;13/06/2021 0:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;8.00;2250;6550;-;-;1,005.00;-;-;-;2950;150;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;13.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;1.00;2500;8800;4.00;8.00;1,003.00;13.00;13.00;9.00;2700;460;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13250;16.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;45.00;2530;9650;1.00;2.00;992.90;16.00;2.60;52.00;2590;200;13/06/2021 6:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2520;9820;-;6.00;989.50;3.80;-;-;2550;400;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
11778;14.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;9.00;2520;9820;9.00;-;989.50;14.00;13.00;5.00;2550;400;13/06/2021 7:00;+07:00;#NAME?;#NAME?;;;;
12958;14.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm10;1.00;2500;8800;3.00;16.00;1,002.00;14.00;8.00;2.00;2700;720;13/06/2021 7:00;+07:00;#NAME?;#NAME?;;;;
12957;12.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm10;6.00;2500;8800;3.00;-;1,003.00;12.00;9.00;2.00;2700;460;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;36.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;2200;7800;6.00;-;1,010.00;23.00;36.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;60.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;13.00;2200;7800;28.00;-;1,010.00;45.00;60.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;9.00;2300;7000;11.00;8.00;1,004.50;-;-;28.00;2900;70;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;7.00;2100;5650;8.00;10.00;1,008.00;-;-;5.00;3050;610;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;55.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;2510;9820;-;1.00;977.80;55.00;53.00;2.00;2540;100;13/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
8767;38.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2350;5700;-;-;1,007.00;-;38.00;-;3300;540;14/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8688;38.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2200;5200;-;-;1,001.00;-;38.00;-;3300;410;14/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
8641;53.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;2200;5200;7.40;5.70;1,001.00;-;53.00;5.60;3300;410;14/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13012;14.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;2.00;2120;7530;3.00;13.00;922.80;14.00;14.00;13.00;2590;400;14/06/2021 14:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;4.00;2300;5500;-;-;1,005.00;-;-;-;3300;560;14/06/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;22.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm10;1.00;2150;5050;6.00;9.00;1,001.00;22.00;18.00;9.00;3300;430;14/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;39.00;2450;7810;1.00;2.00;991.00;16.00;0.50;52.00;2870;300;14/06/2021 14:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2720;7670;-;6.00;989.20;3.80;-;-;3180;200;14/06/2021 14:00;+07:00;#NAME?;#NAME?;;;;
11778;20.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;12.00;2760;7940;2.00;-;990.80;20.00;18.00;3.00;3160;200;14/06/2021 12:00;+07:00;#NAME?;#NAME?;;;;
12958;48.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm10;1.00;2200;5200;4.00;18.00;1,001.00;48.00;22.00;7.00;3300;410;14/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12957;13.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;6.00;2200;4900;1.00;-;1,000.00;13.00;13.00;2.00;3400;410;14/06/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
