Mã trạm;Chỉ số AQI;Vị trí;Tên trạm;Url;Chất ô nhiễm chủ đạo;CO;Sương;Độ ẩm;NO2;O3;Áp suất;Bụi PM10;Bụi PM2.5;SO2;Nhiệt độ;Tốc độ gió;Thời gian cập nhật;Múi giờ;Trạng thái cảnh báo;Mức độ cảnh báo;Column1;_1;_2;_3
13018;36.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;2200;7800;6.00;-;1,010.00;23.00;36.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;60.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;13.00;2200;7800;28.00;-;1,010.00;45.00;60.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;3.00;2300;5200;11.00;93.00;1,004.00;-;-;28.00;3400;250;14/06/2021 14:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;1.00;2100;4750;1.00;25.00;1,006.50;-;-;5.00;3350;330;14/06/2021 13:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;53.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;2450;6800;-;1.00;975.00;53.00;41.00;2.00;3110;100;14/06/2021 14:00;+07:00;#NAME?;#NAME?;;;;
8767;42.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2700;8400;-;-;1,009.00;-;42.00;-;3000;660;21/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
8688;38.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2700;7400;-;-;1,003.00;-;38.00;-;3200;100;19/06/2021 7:00;+07:00;#NAME?;#NAME?;;;;
8641;59.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;2300;5100;6.40;4.50;1,000.00;-;59.00;3.60;3450;150;21/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13012;24.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;3.00;2180;9640;6.00;9.00;921.80;24.00;24.00;14.00;2240;100;21/06/2021 10:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;5.00;2200;4400;-;-;1,004.00;-;-;-;3600;360;21/06/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;52.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;2.00;2700;7000;7.00;9.00;1,000.00;46.00;52.00;9.00;3300;180;21/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;38.00;2570;8530;2.00;2.00;989.60;8.00;0.50;52.00;2840;100;21/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2660;7530;-;11.00;987.40;-;-;-;3150;200;21/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
11778;52.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;26.00;2720;8030;12.00;-;986.50;52.00;38.00;32.00;3100;200;21/06/2021 6:00;+07:00;#NAME?;#NAME?;;;;
12958;79.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;2.00;2700;7000;14.00;22.00;1,000.00;73.00;79.00;1.00;3300;180;21/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12957;94.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;7.00;2200;4600;6.00;-;1,000.00;65.00;94.00;2.00;3500;150;21/06/2021 10:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;36.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;2200;7800;6.00;-;1,010.00;23.00;36.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;60.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;13.00;2200;7800;28.00;-;1,010.00;45.00;60.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;6.00;2250;4450;11.00;20.00;1,004.00;-;-;38.00;3650;230;21/06/2021 10:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;5.00;2350;7600;11.00;6.00;1,008.00;-;-;5.00;2800;70;15/06/2021 21:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;135.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;2530;9100;1.00;1.00;974.00;122.00;135.00;2.00;2690;100;21/06/2021 10:00;+07:00;#NAME?;#NAME?;;;;
8767;42.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2700;9400;-;-;1,008.50;-;42.00;-;2800;280;22/06/2021 7:00;+07:00;#NAME?;#NAME?;;;;
8688;48.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2600;7650;-;-;1,003.50;-;48.00;-;3050;230;22/06/2021 7:00;+07:00;#NAME?;#NAME?;;;;
8641;132.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;2600;7650;6.40;10.60;1,003.50;-;132.00;3.60;3050;230;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13012;24.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;4.00;2160;9640;9.00;12.00;922.50;22.00;24.00;14.00;2220;200;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;7.00;2250;5850;-;-;1,006.00;-;-;-;3150;180;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;65.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;3.00;2600;7650;7.00;8.00;1,003.50;55.00;65.00;9.00;3050;230;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;55.00;2630;8490;2.00;3.00;992.30;8.00;8.00;52.00;2910;200;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2900;9170;-;15.00;990.40;-;-;-;3050;100;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
11778;56.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;40.00;2900;9170;20.00;-;990.40;56.00;44.00;32.00;3050;100;22/06/2021 6:00;+07:00;#NAME?;#NAME?;;;;
12958;119.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;3.00;2600;7650;8.00;22.00;1,003.50;72.00;119.00;1.00;3050;230;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12957;92.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;9.00;2600;7650;9.00;-;1,003.50;59.00;92.00;2.00;3050;230;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;36.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;2200;7800;6.00;-;1,010.00;23.00;36.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;60.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;13.00;2200;7800;28.00;-;1,010.00;45.00;60.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;4.00;2200;4600;11.00;15.00;1,005.00;-;-;42.00;3500;50;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;7.00;2200;6000;8.00;6.00;1,007.00;-;-;5.00;3050;250;22/06/2021 7:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;66.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;2400;9480;1.00;1.00;978.60;66.00;48.00;2.00;2490;100;22/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
8767;46.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2600;8300;-;-;1,011.00;-;46.00;-;2900;410;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
8688;70.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2500;8800;-;-;1,005.50;-;70.00;-;2700;180;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
8641;68.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.20;2500;8800;6.40;9.80;1,005.50;-;68.00;3.60;2700;180;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13012;15.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm10;3.00;2090;9350;7.00;13.00;924.20;15.00;12.00;14.00;2200;100;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;7.00;2200;5200;-;-;1,007.00;-;-;-;3300;200;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;49.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm10;3.00;2500;8800;7.00;7.00;1,005.50;49.00;38.00;9.00;2700;180;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;36.00;2330;8920;2.00;2.00;994.70;-;8.00;52.00;2520;200;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2360;9650;-;2.00;992.00;-;-;-;2420;200;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
11778;25.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;11.00;2360;9650;13.00;-;992.00;25.00;18.00;32.00;2420;200;23/06/2021 7:00;+07:00;#NAME?;#NAME?;;;;
12958;55.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm10;3.00;2500;8800;14.00;21.00;1,005.50;55.00;42.00;1.00;2700;180;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12957;22.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;7.00;2500;8800;4.00;-;1,005.50;18.00;22.00;3.00;2700;180;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;36.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;2200;7800;6.00;-;1,010.00;23.00;36.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13019;60.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;13.00;2200;7800;28.00;-;1,010.00;45.00;60.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13026;1.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;2300;7400;27.00;1.00;1,015.00;1.00;1.00;1.00;2800;460;12/04/2021 5:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;8.00;2200;4900;11.00;11.00;1,007.00;-;-;37.00;3400;200;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;7.00;2100;5350;14.00;9.00;1,009.00;-;-;5.00;3150;120;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
13017;41.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;17.00;2200;7800;18.00;-;1,010.00;37.00;41.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13020;32.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;3.00;2200;7800;7.00;-;1,010.00;27.00;32.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13013;74.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;12.00;2200;7800;19.00;-;1,010.00;63.00;74.00;-;2600;300;27/04/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13014;18.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;5.00;2250;8300;-;-;1,012.00;12.00;18.00;-;2550;120;05/05/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;53.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;2510;9650;1.00;1.00;978.40;53.00;45.00;2.00;2570;200;23/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
8767;55.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2600;7900;-;-;1,010.00;-;55.00;-;3000;100;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
8688;78.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2800;7900;-;-;1,003.00;-;78.00;-;3200;150;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
8641;82.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.20;2800;7900;6.40;9.80;1,003.00;-;82.00;3.60;3200;150;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13012;16.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm10;3.00;2070;9520;6.00;14.00;923.50;16.00;15.00;14.00;2150;300;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;6.00;2300;5500;-;-;1,006.00;-;-;-;3300;200;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13251;1.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;1900;7300;50.00;1.00;1,008.00;1.00;1.00;1.00;2400;360;26/02/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;44.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm10;2.00;2800;7900;8.00;9.00;1,003.00;44.00;41.00;9.00;3200;150;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13250;-;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;;53.00;2660;9210;1.00;3.00;992.30;-;-;53.00;2800;100;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;2850;9490;-;4.00;990.30;-;-;-;2940;300;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
11778;52.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;21.00;2850;9490;21.00;-;990.30;52.00;42.00;32.00;2940;300;24/06/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12958;74.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm10;2.00;2800;7900;22.00;16.00;1,003.00;74.00;63.00;1.00;3200;150;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
12957;53.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;6.00;2800;8150;6.00;-;1,003.00;47.00;53.00;3.00;3150;230;24/06/2021 9:00;+07:00;#NAME?;#NAME?;;;;
